ma_san_pham,ten_san_pham,nganh_hang,shop,gia,gia_goc,ty_le_giam,luot_ban,danh_gia,url,da_kiem_tra_gia_ao,gia_sc,danh_gia_sc,luot_ban_sc,ty_le_giam_sc,value_score,cum,ten_cum
278706881,Itto - Sóng Gió Cầu Trường - [Tái Bản 2025,Truyện tranh/Manga,Tiki,23750,25000,0.05,207,5.0,https://tiki.vn/itto-song-gio-cau-truong-tai-ban-2025-p278706881.html?spid=278706948,False,0.9900060114217012,1.0,0.00512122711528946,0.1282051282051282,70.98471628122512,0,Rẻ - Đáng tin
278523761,Siêu Quậy Teppei Tập 1 – Tập 31,Truyện tranh/Manga,Tiki,22500,25000,0.1,294,5.0,https://tiki.vn/sieu-quay-teppei-tap-1-tap-31-p278523761.html?spid=278523800,False,0.9908599065497172,1.0,0.007273626917367639,0.2564102564102564,72.3439713644386,0,Rẻ - Đáng tin
278496130,Thanh Gươm Diệt Quỷ,Truyện tranh/Manga,Tiki,28500,30000,0.05,4525,5.0,https://tiki.vn/thanh-guom-diet-quy-tap-1-tan-khoc-p278496130.html?spid=48035298,False,0.9867612099352406,1.0,0.1119495299356754,0.1282051282051282,72.99149027817442,0,Rẻ - Đáng tin
278463126,Komi - Nữ Thần Sợ Giao Tiếp ( Chọn Tập Lẻ),Truyện tranh/Manga,Tiki,27000,30000,0.1,975,4.8,https://tiki.vn/komi-nu-than-so-giao-tiep-chon-tap-le-p278463126.html?spid=144779881,False,0.9877858840888597,0.96,0.02412172191984166,0.2564102564102564,71.35797236605379,0,Rẻ - Đáng tin
278275166,Hoa Thơm Kiêu Hãnh (Chọn tập lẻ),Truyện tranh/Manga,Tiki,50000,55000,0.09,657,5.0,https://tiki.vn/hoa-thom-kieu-hanh-p278275166.html?spid=278758607,False,0.9720742137333661,1.0,0.016254329539831764,0.23076923076923073,71.51574744782359,0,Rẻ - Đáng tin
277962612,Sách Thiên Quan Tứ Phúc,Sách thiếu nhi,Tiki,107600,169000,0.36,490,4.8,https://tiki.vn/sach-thien-quan-tu-phuc-p277962612.html?spid=277962709,False,0.9327267262343908,0.96,0.012122711528946065,0.9230769230769229,75.58229251072379,1,Tầm trung - Ổn định
277591013,Bộ Truyện - Itto - Cơn lốc sân cỏ,Truyện tranh/Manga,Tiki,166250,175000,0.05,205,5.0,https://tiki.vn/bo-truyen-itto-con-loc-san-co-p277591013.html?spid=277591041,False,0.8926619668278821,1.0,0.005071746660069272,0.1282051282051282,67.08996488836794,0,Rẻ - Đáng tin
277228103,Sách Husky Và Sư Tôn Mèo Trắng Của Hắn,Sách thiếu nhi,Tiki,111600,169000,0.34,248,5.0,https://tiki.vn/sach-husky-va-su-ton-meo-trang-cua-han-p277228103.html?spid=278093887,False,0.9299942618247398,1.0,0.006135576447303314,0.8717948717948718,76.04043071988438,1,Tầm trung - Ổn định
276933744,Combo Giáo Trình Chuẩn HSK 1 - Sách Bài Học và Bài tập (Bộ 2 cuốn),Đồ chơi học tập,Tiki,296000,356000,0.17,855,4.6,https://tiki.vn/combo-giao-trinh-chuan-hsk-1-sach-bai-hoc-va-bai-tap-bo-2-cuon-p276933744.html?spid=276949257,False,0.8040276525398257,0.9199999999999999,0.02115289460663038,0.4358974358974359,64.54313835269998,0,Rẻ - Đáng tin
276659602,Series các tập Claymore,Truyện tranh/Manga,Tiki,35000,40000,0.13,854,5.0,https://tiki.vn/claymore-01-sat-thu-mat-bac-p276659602.html?spid=277815806,False,0.9823209552695576,1.0,0.021128154379020287,0.3333333333333333,73.04873463169605,0,Rẻ - Đáng tin
276657645,Sách Hệ Thống Tự Cứu Của Nhân Vật Phản Diện (Tái bản),Sách thiếu nhi,Tiki,109800,179000,0.39,163,4.6,https://tiki.vn/sach-he-thong-tu-cuu-cua-nhan-vat-phan-dien-tai-ban-p276657645.html?spid=276657705,False,0.9312238708090828,0.9199999999999999,0.004032657100445324,1.0,74.9296079743722,1,Tầm trung - Ổn định
274363543,Sách Con Đường Chẳng Mấy Ai Đi,Tô màu - Luyện chữ,Tiki,115000,165000,0.3,6319,5.0,https://tiki.vn/sach-con-duong-chang-may-ai-di-p274363543.html?spid=274363544,False,0.9276716670765364,1.0,0.15633349826818405,0.7692307692307692,77.92584434073282,1,Tầm trung - Ổn định
273819808,Sách Tâm Lý Học Về Tiền,Nệm & Gối,Tiki,150600,239000,0.37,28855,4.8,https://tiki.vn/sach-tam-ly-hoc-ve-tien-p273819808.html?spid=75953558,False,0.9033527338306419,0.96,0.7138792676892627,0.9487179487179486,88.69887419419041,3,Tầm trung - Cần xem xét
272188850,Soul Eater,Truyện tranh/Manga,Tiki,86000,95000,0.09,308,5.0,https://tiki.vn/soul-eater-p272188850.html?spid=274972079,False,0.9474820340465065,1.0,0.007619990103908955,0.23076923076923073,70.35937347163075,0,Rẻ - Đáng tin
262664014,Combo Doraemon Truyện Ngắn,Truyện tranh/Manga,Tiki,222300,250000,0.11,472,5.0,https://tiki.vn/combo-doraemon-truyen-ngan-p262664014.html?spid=262664018,False,0.8543733092876465,1.0,0.011677387431964373,0.28205128205128205,67.22899294065797,0,Rẻ - Đáng tin
249876840,"Sách Beartown - Thị trấn nhỏ, giấc mơ lớn",Đồ chơi thương hiệu,Tiki,172000,210000,0.18,2267,5.0,https://tiki.vn/sach-beartown-thi-tran-nho-giac-mo-lon-p249876840.html?spid=249876841,False,0.8887340492390087,1.0,0.056086095992083126,0.46153846153846145,71.28646850478663,0,Rẻ - Đáng tin
202879294,Sách Người Đàn Ông Mang Tên Ove (Tái Bản 2022),Ngành 67999,Tiki,128000,160000,0.2,6704,5.0,https://tiki.vn/sach-nguoi-dan-ong-mang-ten-ove-tai-ban-2022-p202879294.html?spid=202879295,False,0.9187911577451704,1.0,0.16585848589807026,0.5128205128205128,75.19702115597336,1,Tầm trung - Ổn định
190335975,Combo 2 cuốn Truyện Dành Cho Thiếu Nhi : Tuổi Thơ Dữ Dội - Tập 1 + 2 (Tái Bản),Máy massage,Tiki,120000,160000,0.25,1808,5.0,https://tiki.vn/combo-2-cuon-truyen-danh-cho-thieu-nhi-tuoi-tho-du-doi-tap-1-2-tai-ban-p190335975.html?spid=273817532,False,0.9242560865644724,1.0,0.044730331519049975,0.641025641025641,74.2751065032163,1,Tầm trung - Ổn định
165030729,Sách Những Kẻ Âu Lo,Đồ chơi thương hiệu,Tiki,149000,180000,0.17,2285,5.0,https://tiki.vn/sach-nhung-ke-au-lo-p165030729.html?spid=165030730,False,0.9044457195945023,1.0,0.05653142008906482,0.4358974358974359,71.66743154453575,0,Rẻ - Đáng tin
115078652,Sách Huấn Luyện Cảm Xúc Để Con Trẻ Phát Triển Toàn Diện,Tô màu - Luyện chữ,Tiki,142560,198000,0.28,1184,5.0,https://tiki.vn/sach-huan-luyen-cam-xuc-de-con-tre-phat-trien-toan-dien-p115078652.html?spid=115078654,False,0.9088449872940405,1.0,0.02929242949035131,0.717948717948718,74.11913526105582,1,Tầm trung - Ổn định
91947689,Sách 7 Thói Quen Hiệu Quả (The 7 Habits Of Highly Effective People) - Stephen R. Covey - PACE Books,Tô màu - Luyện chữ,Tiki,169200,250000,0.32,9894,5.0,https://tiki.vn/sach-7-thoi-quen-hieu-qua-the-7-habits-of-highly-effective-people-stephen-r-covey-pace-books-p91947689.html?spid=91947690,False,0.8906467743257644,1.0,0.24477981197427015,0.8205128205128205,78.72659541764419,1,Tầm trung - Ổn định
13920941,Combo Doraemon - Truyện Dài (Trọn Bộ 24 Cuốn) - Tái Bản,Truyện tranh/Manga,Tiki,529200,597000,0.11,4941,5.0,https://tiki.vn/combo-doraemon-truyen-dai-tron-bo-24-cuon-tai-ban-p13920941.html?spid=13920942,True,0.6447249774571686,1.0,0.1222414646214745,0.28205128205128205,61.054341211229044,4,Đắt - Xắt ra miếng
2987219,Sách Giáo Trình Chuẩn YCT 1 (Kèm file MP3),Thiết bị nhà bếp,Tiki,115000,138000,0.17,2996,4.8,https://tiki.vn/sach-giao-trinh-chuan-yct-1-kem-file-mp3-p2987219.html?spid=2987563,False,0.9276716670765364,0.96,0.07412172191984166,0.4358974358974359,71.74827548043264,0,Rẻ - Đáng tin
1080002,Sách Boxset Harry Potter - Tiếng Việt (Trọn Bộ 7 Tập),Kem dưỡng ẩm,Tiki,1473000,1750000,0.16,10881,4.7,https://tiki.vn/sach-boxset-harry-potter-tieng-viet-tron-bo-7-tap-p1080002.html?spid=1080024,True,0.0,0.9400000000000001,0.2691984166254329,0.41025641025641024,37.68653243507277,4,Đắt - Xắt ra miếng
540039,Sách Giáo Trình Chuẩn HSK 1 - Bài Học (Kèm file MP3),Đồ chơi học tập,Tiki,165000,198000,0.17,8588,4.8,https://tiki.vn/sach-giao-trinh-chuan-hsk-1-bai-hoc-kem-file-mp3-p540039.html?spid=262528,False,0.893515861955898,0.96,0.21246907471548737,0.4358974358974359,73.14899033152003,0,Rẻ - Đáng tin
279428996,Sách Chú Thuật Hồi Chiến - Tập 28,Truyện tranh/Manga,Tiki,28500,30000,0.05,56,5.0,https://tiki.vn/sach-chu-thuat-hoi-chien-tap-28-p279428996.html?spid=279429139,False,0.9867612099352406,1.0,0.0013854527461652647,0.1282051282051282,70.78020873438422,0,Rẻ - Đáng tin
279394165,Thám tử thừa kế,Truyện tranh/Manga,Tiki,50000,55000,0.09,88,0.0,https://tiki.vn/tham-tu-thua-ke-p279394165.html?spid=279493247,False,0.9720742137333661,0.0,0.002177140029688273,0.23076923076923073,41.23420365762072,2,Rẻ - Đáng ngờ
279374424,Sách Chú Thuật Hồi Chiến - Tập 27,Truyện tranh/Manga,Tiki,28500,30000,0.05,38,5.0,https://tiki.vn/chu-thuat-hoi-chien-tap-27-p279374424.html?spid=279375119,False,0.9867612099352406,1.0,0.0009401286491835724,0.1282051282051282,70.77130225244458,0,Rẻ - Đáng tin
279313607,Bộ Sách Tô Màu 6 Cuốn Họa Sĩ Nhí Vẽ Thế Giới,Vitamin & Thực phẩm bổ sung,Tiki,15000,20000,0.25,0,0.0,https://tiki.vn/bo-sach-to-mau-6-cuon-hoa-si-nhi-ve-the-gioi-p279313607.html?spid=279313712,False,0.9959832773178129,0.0,0.0,0.641025641025641,46.24958750296892,2,Rẻ - Đáng ngờ
279292568,Song Mệnh Cõi Hoàng Tuyền,Truyện tranh/Manga,Tiki,31500,35000,0.1,124,4.8,https://tiki.vn/song-menh-coi-hoang-tuyen-p279292568.html?spid=279580424,False,0.9847118616280023,0.96,0.003067788223651657,0.2564102564102564,70.81393279369568,0,Rẻ - Đáng tin
279236031,"Điệu múa chim công, có ai thấy không",Truyện tranh/Manga,Tiki,52000,56000,0.07,103,5.0,https://tiki.vn/dieu-mua-chim-cong-co-ai-thay-khong-p279236031.html?spid=279236035,False,0.9707079815285405,1.0,0.0025482434438396833,0.1794871794871795,70.67415592489021,0,Rẻ - Đáng tin
279235202,Sách Khúc Hát Đêm Thâu [Chọn Tập,Truyện tranh/Manga,Tiki,31500,35000,0.1,241,4.2,https://tiki.vn/sach-khuc-hat-dem-thau-chon-tap-p279235202.html?spid=279558959,False,0.9847118616280023,0.8400000000000001,0.005962394854032656,0.2564102564102564,67.27182492630331,0,Rẻ - Đáng tin
278756674,Sách Nisekoi - Cặp Đôi Giả Tạo,Truyện tranh/Manga,Tiki,36000,40000,0.1,244,5.0,https://tiki.vn/sach-nisekoi-cap-doi-gia-tao-p278756674.html?spid=279558986,False,0.9816378391671449,1.0,0.006036615536862939,0.2564102564102564,71.95034844152562,0,Rẻ - Đáng tin
278749523,Ngũ Hành Của Tôi Thiếu Em,Sách thiếu nhi,Tiki,109800,179000,0.39,239,5.0,https://tiki.vn/ngu-hanh-cua-toi-thieu-em-p278749523.html?spid=279004969,False,0.9312238708090828,1.0,0.005912914398812468,1.0,77.36721312033956,1,Tầm trung - Ổn định
278729052,Doraemon Movie Story Màu - Phiên Bản Mới: Nobita Và Binh Đoàn Người Sắt - Đôi Cánh Thiên Thần,Truyện tranh/Manga,Tiki,34300,35000,0.02,43,5.0,https://tiki.vn/doraemon-movie-story-mau-phien-ban-moi-nobita-va-binh-doan-nguoi-sat-doi-canh-thien-than-p278729052.html?spid=278729053,False,0.9827991365412465,1.0,0.0010638297872340426,0.05128205128205128,69.84606257021505,0,Rẻ - Đáng tin
278684154,Nữ Binh Thần Tốc,Truyện tranh/Manga,Tiki,41800,45000,0.07,242,5.0,https://tiki.vn/nu-binh-than-toc-p278684154.html?spid=278863077,False,0.9776757657731509,1.0,0.005987135081642751,0.1794871794871795,71.02164512743069,0,Rẻ - Đáng tin
278423155,"Sách Hồi Ức, Giấc Mơ, Suy Ngẫm - Hành Trình Vào Nội Tâm Của Carl Jung – Nơi Ký Ức, Giấc Mơ Và Triết Lý Giao Thoa",Mặt nạ/Serum,Tiki,246200,345000,0.29,1596,5.0,https://tiki.vn/sach-hoi-uc-giac-mo-suy-ngam-hanh-trinh-vao-noi-tam-cua-carl-jung-noi-ky-uc-giac-mo-va-triet-ly-giao-thoa-p278423155.html?spid=278423156,False,0.8380468344399814,1.0,0.03948540326571004,0.7435897435897435,71.7474788788109,1,Tầm trung - Ổn định
278123405,Sobotei Dinh Thự Ma Ám (Chọn tập lẻ),Truyện tranh/Manga,Tiki,42000,45000,0.07,592,5.0,https://tiki.vn/sobotei-dinh-thu-ma-am-p278123405.html?spid=279577166,False,0.9775391425526683,1.0,0.014646214745175655,0.1794871794871795,71.18936179188205,0,Rẻ - Đáng tin
277397107,Sách Phía Đông Vườn Địa Đàng,Đèn chiếu sáng,Tiki,279000,380000,0.27,629,4.5,https://tiki.vn/sach-phia-dong-vuon-dia-dang-p277397107.html?spid=277397109,False,0.8156406262808427,0.9,0.015561603166749134,0.6923076923076923,66.85993403764562,1,Tầm trung - Ổn định
276948798,"Sách Lên Đỉnh Núi Mở Tiệm Bánh Mì - Triết lí Wazawaza: Những con người hạnh phúc, 2 loại bánh mì, và doanh thu thường niên 300 triệu Yên",Chăm sóc cơ thể,Tiki,108000,150000,0.28,2809,4.8,https://tiki.vn/sach-len-dinh-nui-mo-tiem-banh-mi-triet-li-wazawaza-nhung-con-nguoi-hanh-phuc-2-loai-banh-mi-va-doanh-thu-thuong-nien-300-trieu-yen-p276948798.html?spid=276948799,False,0.9324534797934256,0.96,0.06949529935675408,0.717948717948718,74.66753235835928,1,Tầm trung - Ổn định
276933752,Combo Giáo Trình Chuẩn HSK 3 - Sách Bài Học và Bài tập (Bộ 2 cuốn),Đồ chơi học tập,Tiki,395000,476000,0.17,833,5.0,https://tiki.vn/combo-giao-trinh-chuan-hsk-3-sach-bai-hoc-va-bai-tap-bo-2-cuon-p276933752.html?spid=276949259,True,0.7363991584009618,1.0,0.02060860959920831,0.4358974358974359,64.22711288699699,0,Rẻ - Đáng tin
276883579,Sống Sáng - Phan Việt - Sáng Books,Tô màu - Luyện chữ,Tiki,200000,200000,0.0,1244,5.0,https://tiki.vn/song-sang-dong-sach-sang-phan-viet-sang-books-p276883579.html?spid=276886801,False,0.8696067983714513,1.0,0.030776843146956948,0.0,65.39980879779719,0,Rẻ - Đáng tin
276425570,Thám Tử Lừng Danh Conan (Bản Nâng Cấp) - [Chọn Tập Lẻ,Truyện tranh/Manga,Tiki,32300,35000,0.08,312,5.0,https://tiki.vn/tham-tu-lung-danh-conan-ban-nang-cap-p276425570.html?spid=276428296,False,0.9841653687460721,1.0,0.0077189510143493316,0.20512820512820512,71.57227582141194,0,Rẻ - Đáng tin
276078455,Series các tập Gachiakuta,Truyện tranh/Manga,Tiki,39800,45000,0.12,385,5.0,https://tiki.vn/series-cac-tap-gachiakuta-p276078455.html?spid=276585109,False,0.9790419979779763,1.0,0.009524987629886194,0.30769230769230765,72.42910274863986,0,Rẻ - Đáng tin
276019606,Sách Không Gia Đình (Tái Bản),Ngành 67994,Tiki,120000,175000,0.31,488,5.0,https://tiki.vn/sach-khong-gia-dinh-tai-ban-p276019606.html?spid=278938671,False,0.9242560865644724,1.0,0.012073231073725878,0.7948717948717948,75.16042603277135,1,Tầm trung - Ổn định
273746688,Sách Địa Cầu Online,Sách thiếu nhi,Tiki,129400,199000,0.35,91,4.8,https://tiki.vn/sach-dia-cau-online-p273746688.html?spid=273204606,False,0.9178347952017925,0.96,0.002251360712518555,0.8974358974358972,74.53277799668105,1,Tầm trung - Ổn định
273691914,Sách Trăm năm cô đơn,Tẩy rửa mặt,Tiki,176250,235000,0.25,512,4.7,https://tiki.vn/sach-tram-nam-co-don-p273691914.html?spid=273691915,False,0.8858308058037544,0.9400000000000001,0.012666996536368134,0.641025641025641,70.29682857313395,1,Tầm trung - Ổn định
273182700,Combo Dragon Ball Super,Truyện tranh/Manga,Tiki,662400,690000,0.04,136,5.0,https://tiki.vn/combo-dragon-ball-super-p273182700.html?spid=277815791,True,0.5537339126157882,1.0,0.0033646709549727855,0.10256410256410256,53.242290949372006,4,Đắt - Xắt ra miếng
272447731,Sách Xông vào lối âm dương,Sách thiếu nhi,Tiki,109900,169000,0.35,279,5.0,https://tiki.vn/sach-xong-vao-loi-am-duong-p272447731.html?spid=275705489,False,0.9311555591988414,1.0,0.006902523503216229,0.8974358974358972,76.35863181237696,1,Tầm trung - Ổn định
263035841,Sách Vòng Quanh Thế Giới,Vitamin & Thực phẩm bổ sung,Tiki,9120,12000,0.24,696,4.8,https://tiki.vn/sach-vong-quanh-the-gioi-p263035841.html?spid=277926164,False,1.0,0.96,0.01721919841662543,0.6153846153846153,75.29823012217865,1,Tầm trung - Ổn định
194960730,Sách Nỗi buồn chiến tranh,Ngành 67995,Tiki,99000,130000,0.24,4717,5.0,https://tiki.vn/sach-noi-buon-chien-tranh-p194960730.html?spid=194960731,False,0.9386015247151406,1.0,0.11669965363681345,0.6153846153846153,76.03190021518806,1,Tầm trung - Ổn định
192909292,Sách Án Mạng Trên Chuyến Tàu Tốc Hành Phương Đông,Chăm sóc da,Tiki,98000,120000,0.18,974,5.0,https://tiki.vn/sach-an-mang-tren-chuyen-tau-toc-hanh-phuong-dong-p192909292.html?spid=192909295,False,0.9392846408175534,1.0,0.024096981692231567,0.46153846153846145,72.66870988193136,0,Rẻ - Đáng tin
176831144,Combo 23 Tập Thanh Gươm Diệt Quỷ (Tập 1-23),Truyện tranh/Manga,Tiki,662400,690000,0.04,341,5.0,https://tiki.vn/combo-23-tap-thanh-guom-diet-quy-tap-1-23-p176831144.html?spid=176831145,True,0.5537339126157882,1.0,0.008436417615042057,0.10256410256410256,53.34372588257339,4,Đắt - Xắt ra miếng
170708233,Sách Thay Đổi Tí Hon - Hiệu Quả Bất Ngờ Atomic Habits (Tái Bản Lần 4),Tô màu - Luyện chữ,Tiki,149000,189000,0.21,12319,4.8,https://tiki.vn/sach-thay-doi-ti-hon-hieu-qua-bat-ngo-atomic-habits-tai-ban-lan-4-p170708233.html?spid=170708234,False,0.9044457195945023,0.96,0.30477486392874814,0.5384615384615384,76.45794144697045,1,Tầm trung - Ổn định
140416370,Sách Flow - Dòng Chảy,Ngành 872,Tiki,175560,228000,0.23,9376,5.0,https://tiki.vn/sach-flow-dong-chay-p140416370.html?spid=140416372,False,0.8863021559144192,1.0,0.23196437407224144,0.5897435897435898,75.9888096154575,1,Tầm trung - Ổn định
109017985,"Sách Thiên Tài Bên Trái, Kẻ Điên Bên Phải (Tái Bản)",Ngành 67999,Tiki,128880,179000,0.28,27256,4.8,https://tiki.vn/sach-thien-tai-ben-trai-ke-dien-ben-phai-tai-ban-p109017985.html?spid=109017987,False,0.9181900155750471,0.96,0.6743196437407224,0.717948717948718,86.19348067730351,3,Tầm trung - Cần xem xét
95289208,Sách Người Bà Tài Giỏi Vùng Saga,Ngành 67999,Tiki,96000,128000,0.25,5561,5.0,https://tiki.vn/sach-nguoi-ba-tai-gioi-vung-saga-p95289208.html?spid=95289212,False,0.9406508730223789,1.0,0.1375804057397328,0.641025641025641,76.78789944594622,1,Tầm trung - Ổn định
76013378,Sách Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),Mỹ phẩm,Tiki,219300,319000,0.31,12887,5.0,https://tiki.vn/sach-storytelling-with-data-ke-chuyen-thong-qua-du-lieu-cuon-cam-nang-huong-dan-truc-quan-hoa-du-lieu-p76013378.html?spid=76013379,False,0.8564226575948848,1.0,0.31882731321128155,0.7948717948717948,78.58217051673897,1,Tầm trung - Ổn định
59511811,Sách Dấu Chân Trên Cát - Nguyên Phong (Tái Bản 2020),Ngành 67980,Tiki,111000,148000,0.25,5512,4.8,https://tiki.vn/sach-dau-chan-tren-cat-nguyen-phong-tai-ban-2020-p59511811.html?spid=59511812,False,0.9304041314861874,0.96,0.1363681345868382,0.641025641025641,75.15378436144067,1,Tầm trung - Ổn định
56609155,Sách Trường Ca Achilles (Quà Tặng Kèm: 01 Bookmark + 01 Phụ Lục),Ngành 67997,Tiki,124800,156000,0.2,4214,5.0,https://tiki.vn/sach-truong-ca-achilles-qua-tang-kem-01-bookmark-01-phu-luc-p56609155.html?spid=56609156,False,0.9209771292728912,1.0,0.10425531914893617,0.5128205128205128,74.05239668209951,1,Tầm trung - Ổn định
52789367,Sách Nhà Giả Kim (Tái Bản),Ngành 67994,Tiki,78000,95000,0.18,40420,5.0,https://tiki.vn/sach-nha-gia-kim-tai-ban-2020-p52789367.html?spid=52789368,False,0.9529469628658087,1.0,0.9999999999999999,0.46153846153846145,92.73326313001697,3,Tầm trung - Cần xem xét
17493916,Sách Luyện Nói Tiếng Trung Quốc Cấp Tốc Cho Người Bắt Đầu - Tập 1 (Kèm file MP3) (Tái Bản),Thiết bị phòng tắm,Tiki,140000,168000,0.17,1030,5.0,https://tiki.vn/sach-luyen-noi-tieng-trung-quoc-cap-toc-cho-nguoi-bat-dau-tap-1-kem-file-mp3-tai-ban-p17493916.html?spid=17493917,False,0.9105937645162172,1.0,0.02548243443839683,0.4358974358974359,71.29237362839098,0,Rẻ - Đáng tin
